"author/last_played","author/num_games_owned","author/num_reviews","author/playtime_at_review","author/playtime_forever","author/playtime_last_two_weeks","author/steamid","comment_count","hidden_in_steam_china","language","received_for_free","recommendationid","review","steam_china_location","steam_purchase","timestamp_created","timestamp_updated","voted_up","votes_funny","votes_up","weighted_vote_score","written_during_early_access"
"1721669327","238","17","1984","1984","1860","76561198098396519","0","true","brazilian","false","170236953","Vou editar minha análise, essa versão da master collection tem sim suas vantagens, comprando essa versão vc ganha acesso á TODAS as versões do primeiro game, todos os lançamentos japoneses, europeus e americanos, o game original japones de 1998 + a primeira edição das vr missions, além das special missions européia e a versão integral de console que só foi lançada no japão. os problemas com framerate e lentidão são exclusivas da versão japonesa original do game de 1998, que foi a que joguei primeiramente. portanto esse game é sim emulado fielmente comparada ás versões de ps1. Mas ainda existe o problema dos analógicos, que no caso são um dpad emulado, possuindo 8 eixos invés dos 360° no dualshock do ps1.","","true","1721391617","1721780535","true","0","4","0.575679600238800049","false"
"1721442646","92","11","495","750","750","76561198084252037","0","true","english","false","170215761","A few notes as to why I enjoy this collection while others might not. I'm playing MGS1 on my steam deck because I feel it's more forgiving to the low rez. I also played the originals when they came out on console so to me it's a lot more about nostalgia.

Let me just start that if you're hoping this will upgrade ANY graphics at all from the original, you will hate it here. This is a straight lazy as possible port of the classic games. You would likely have a much better experience emulating them as the emulators will provide better tooling to get a lot more out of your game. Personally I love the feel of the original MGS series and the fact that they have left it very untouched at this point. Sure I would have loved a complete overhaul of MGS1's graphics but I'm just happy to be able to play it again. 

On the steamdeck, it plays very well though I wish they would have updated the controls a bit since the main difficulty of the game is highly due to choppy controls. Like how difficult is to guage how close is too close to choke a guard out or how bad aiming the sniper rifle is. I can totally get over this by reminding myself that it's the original game in its entirety. 

I would have liked for them to drop hints on the L1 + R1 settings as that comes in very handy when fighting psycho mantis. Obviously on my steamdeck I have no problems getting 60fps minimum and all of the buttons work well. They have also included a steam deck button icon mapping which they did a trash job explaining but it works well in game so I was never confused on which button to press. 

As a fan of the original series, I'm appreciating the fact that I get to relive my childhood and play some of the greatest games ever made again. If you're like me and just want to feel the nostalgia of amazing games before subscriptions, loot crates, DLC's, expansions, constant bug fix updates, etc. then this might be for you.","","true","1721366526","1721366526","true","0","0","0","false"
"1721774146","0","28","51","872","872","76561198131521124","0","true","english","false","170186263","Soo nostalgic !","","true","1721330129","1721330129","true","0","0","0","false"
"1721318659","2171","134","427","427","427","76561198025146974","0","true","english","false","170185199","Amazing game, shitty and lazy remake.  MGSM2Fix helps","","false","1721329107","1721329107","true","0","0","0","false"
"1721224279","0","14","2056","2056","2056","76561199099806100","0","true","english","false","170179859","141.80.","","false","1721323762","1721323762","true","0","0","0","false"
"1721778118","171","121","1271","1948","1948","76561198275723559","0","true","english","false","170179805","mal port a pc, pero sigue siendo un metal gear, asi que increible historia","","true","1721323713","1721323713","true","0","0","0","false"
"1719809644","371","39","1164","1164","0","76561198094118908","0","true","english","false","170168155","pretty good, one of the best games. don't buy this if you want to use a controller. it does not work anymore.","","true","1721313527","1721313527","false","0","0","0","false"
"1721235073","487","48","646","646","568","76561198064874585","0","true","english","false","170097495","Completed on Easy in 10 hours. First time player of the MGS games.
The game is great, the tech, writing and just sheer ambition on display here for the time it was released is incredible. I can see why people hold Hideo Kojima to high regards. 
The game overall is worth it, if not just for the story. 
There are a few boss battles where the controls really REALLY get in the way, in no way is the game ""hard"" its just controlling the game is ""hard"". 
I wish they remake/remaster this properly one day.
Onto the MGS2 next!","","false","1721235199","1721235199","true","0","0","0","false"
"1721424617","305","134","199","697","604","76561198168079557","0","true","french","false","170096188","Degouté, Impossible de finir le jeu correctement avec un minimum de sauvegardes car il plante presque à toutes les cinématiques, process killed, black screen.... à ce prix exorbitant j'aurais pu me payer un meilleur jeu.","","true","1721234007","1721234007","false","0","0","0","false"
"1721231775","36","1","672","800","800","76561198383414958","0","true","english","false","170085154","Best Game Ever!","","true","1721224018","1721224018","true","0","0","0","false"
"1720724525","1195","529","37","37","33","76561197992195194","0","true","brazilian","false","170082952","Metal Gear Solid do PlayStation 1 está de volta pela coleção Metal Gear Solid: Master Collection Vol. 1 com o jogo que definiu a franquia contando o incidente de Shadow Moses. Super recomendado em promoção e voltado para os fãs da série.","","true","1721222028","1721222028","true","0","0","0","false"
"1720393778","2776","677","1063","1063","0","76561198208485768","0","true","english","false","170068101","https://youtu.be/PatKspGy9BQ
Do you remember love?
Love from a tormented heart?
Not fleeting, as with music at night,
But an eternal love.

Now tainted,
Go now and reclaim it,
Go now and love,
Recall the times when you were happy,
Recall the times when you laughed.

Life is wonderful.
Do you have faith in it?
Turn your face to life,
To eternal joy.

What happened to those days?
What happened to those nights?
Do you remember how you turned to grief? 
Do you remember how you turned to sorrow?
Is the blame mine or ours?

Our feelings grew faint.
What caused our grief and fighting?
Can there be beauty in life?
If you seek it out,
Can there be happiness in life?
Let's seek it.","","false","1721204706","1721205904","true","0","0","0","false"
"1720902888","167","48","715","715","173","76561198253723331","0","true","polish","false","169963647","peak","","true","1721089632","1721089632","true","0","0","0","false"
"1721059863","358","56","732","732","726","76561199173411898","0","true","spanish","false","169936680","Uno de los juegos mas importantes de la historia, el causante de que se tome en serio a los videojuegos y el responsable de que sean arte. Locuras como Kojima hizo un ""remake"" del Metal Gear 2. Sin lugar a dudas el mejor juego de la PlayStation.","","true","1721060180","1721060180","true","0","1","0.523809552192687988","false"
"1720382552","144","22","241","241","0","76561198055440778","0","true","english","false","169924730","Finished it through and through on steam deck; amazing experience. Of course the game is old but the story is amazing. Well worth it and cannot wait to start number 2!","","true","1721048558","1721048558","true","0","0","0","false"
"1721413048","154","53","862","1853","1399","76561199012676385","0","true","english","false","169898016","Cinema, quite literally.","","true","1721011317","1721011317","true","0","0","0","false"
"1721004417","0","77","1318","1318","397","76561198044435558","0","true","english","false","169892856","This is the first time I completed this Metal Gear, had played it before in PS1 but hadn't completed it, yet I can say it is one of the best games, the best game of all PS1 era, during their time, the graphics are splending, the music... the gameplay is awesome, the story is gold...
a master piece I must say and we can still enjoy this game during these times.","","true","1721004508","1721004508","true","0","0","0","false"
"1720814035","212","40","15","15","2","76561198055311044","0","true","english","false","169889606","*Played in offline mode*

Dated, mechanically clunky and yet still, the masterpiece shines through.","","false","1721000304","1721000304","true","0","0","0","false"
"1720906259","786","65","197","197","197","76561197970639207","0","true","english","false","169801940","Dating back to the original release of Metal Gear on NES, I'm happy that I have MG, MG2, MGS, MGS2, and MGS 3 all in one package. MGS was a release day buy that, like Deus Ex, I play every year. Since I no longer have the consoles and the physical media is in storage. I would highly recommend the following fix to make it play reasonably https://github.com/nuggslet/MGSM2Fix 
This game does not translate to KB+M very well and would recommend playing it with a controller.","","true","1720907253","1720907253","true","0","0","0","false"
"1721002720","0","31","322","888","888","76561199209080251","0","true","english","false","169800968","Soooo, you like Kojima works, thanks for the support","","true","1720906336","1720906336","true","0","0","0","false"
"1721292410","417","26","7","10","10","76561197996103286","0","true","english","false","169761151","Dont buy it, play on retroarch or epsxe emulator instead. Game runs terrible and have weird slow-motion. Also on larger display screen looks incredibly blurry. 

Total joke.","","false","1720871325","1720894492","false","0","1","0","false"
"1698521699","0","1","483","483","0","76561198060623746","0","true","english","false","169749666","It was like one of my Japanese animes.","","false","1720858969","1720858969","true","2","2","0.539170503616333008","false"
"1721368481","0","56","763","1861","1861","76561198087462035","0","true","spanish","false","169745144","I played up until [spoiler]you get imprisoned with the darpa chief's corpse[/spoiler] without knowing about the gog version. Get the gog version if you care about graphics. Or just emulate it, fuck Konami.","","true","1720853486","1720853486","true","0","0","0","false"
"1721254678","477","40","11","872","872","76561198014058286","0","true","english","false","169700697","Can't recommend it at the moment from my experience. Game runs far slower than the original, the only way to alter the framerate is hidden in the controller settings by pressing LB+RB or what ever your equivalent is which only mitigates it slightly as frame drops are still noticeable in codec calls of all places. graphical options are minimal with only one ""CRT"" filter preset that just adds thick scanlines and nothing else. You do get multiple versions of MGS1 include Integral and VR Missions, but you would have a much better time just emulating it through Retroarch or your PS1 emulator of choice","","false","1720805485","1720805485","false","0","0","0","false"
"1720789730","277","12","1737","1737","825","76561198169461037","0","true","english","false","169681491","WHAT?!?!","","true","1720789856","1720789856","true","0","0","0","false"
"1720752833","886","846","863","863","255","76561198141837298","0","true","english","false","169648024","Here are 3 things that I learned from playing Metal Gear Solid...

[olist]
    [*] Kojima has always been the way that he is
    [*] Solid Snake is lonely, and his real name is [spoiler]David[/spoiler]
    [*] While it may show some signs of age, Metal Gear Solid still feels like it was ahead of its time, especially for a game that came out on the Playstation 1 in 1998. It's definitely worth playing today.
[/olist]
","","true","1720753243","1720753243","true","0","0","0","false"
"1720747278","77","12","709","709","453","76561199234811341","0","true","english","false","169645976","genuinely phenomenal game especially for 1998
please play it at some point","","true","1720751085","1720751085","true","0","0","0","false"
"1720502257","0","46","231","231","0","76561198187425627","0","true","english","false","169643419","They still need to fix some of the audio on the emulator they are using. A dithering option would be nice too","","false","1720748147","1720748147","true","0","0","0","false"
"1721027519","324","12","1103","1211","342","76561198316776897","0","true","english","false","169634153","SNAAAAKEEEE SNAAAAAAKKKEEEEE THE ACHIEVEMENTS DONT WORK ON STEAM DECK SNAAAAKEEEEEE","","true","1720737700","1720737700","true","1","0","0.476190477609634399","false"
"1720658922","514","57","831","831","170","76561198122827555","0","true","french","false","169628983","1998...

Bordel, ce fut une expérience si agréable au global, bien sûr certaines mécaniques ont vieilli, de même pour les graphismes, mais si on fait abstraction de tout cela le jeu est une très bonne expérience à faire au moins une fois dans sa vie si on est un minimum intéressé par la culture du JV
Ce jeu est culte est franchement c'est pas pour rien.

Kojima soulève moi bon dieu.","","false","1720732732","1720732732","true","0","0","0","false"
"1720732483","252","29","730","730","556","76561198214618616","0","true","italian","false","169628902","Prima volta che gioco ad un metal gear per la sua interezza (anche se so per interezza la storia dei primi due Metal Gear), è incredibile che nonostante l'età il titolo mi abbia tenuto davanti lo schermo tutto il tempo senza un attimo di noia, semplicemente sono rimasto senza parola.

L'unica pecca è il port che è stato fatto, in quanto per farlo funzionare decentemente c'è bisogno di una patch, ma il gioco merita, tanto.
","","true","1720732672","1720732672","true","0","1","0.523809552192687988","false"
"1720724624","0","64","1026","1026","236","76561198088121341","0","true","english","false","169619373","holy shit the controls gave me cancer","","true","1720724686","1720724686","true","0","1","0.5","false"
"1720721552","328","41","943","943","400","76561199018162974","0","true","english","false","169615673","enjoyable but awful controls.","","false","1720721578","1720721578","true","0","0","0","false"
"1720522553","0","2","916","916","0","76561198909695169","0","true","japanese","false","169584804","","","true","1720697122","1720697122","true","0","0","0","false"
"1720398305","251","23","840","840","0","76561198124045506","0","true","brazilian","false","169519763","Metal Gear Solid consegue se manter atual ainda nos dias de hoje. Extremamente envolvente do início ao fim, com personagens super bem desenvolvidos e com uma história digna de cinema.

Não deixe a gameplay e os gráficos te afastarem dessa obra-prima.","","true","1720629957","1720629957","true","0","0","0","false"
"1720023446","167","21","1634","1634","0","76561198815335732","0","true","english","false","169506743","it's one of the best game ever.
if you're okay with classic Gameplay and graphic i suggest you to play it. have this tip from me, when you reached someone who was shooting you with revolver , you can go first person and dodge bullets with L1 R1 buttons.
Game on ...","","true","1720620633","1720620633","true","0","1","0.523809552192687988","false"
"1721249851","116","52","613","1610","996","76561197971501587","0","true","english","false","169451755","Only for fans of the original back in the days.
This is not even the HD edition.

Nostalgia rocks!","","true","1720562068","1720562068","false","0","3","0.485477149486541748","false"
"1720184674","504","41","10","10","0","76561197998800459","0","true","english","false","169438616","Schrott ..!..","","true","1720550324","1720550324","false","0","1","0","false"
"1721297335","0","71","599","1698","1038","76561197989429380","3","true","english","false","169433767","talk about a bare fucking minimum effort on konami's part. holy shit. if EVERY master collection is going to be this poorly ported, i have 100% no hopes for anything they will do in the future.","","true","1720546278","1720546278","false","0","3","0.503875970840454102","false"
"1721695611","582","1","906","1232","325","76561197990238984","0","true","english","false","169432833","It's MGS1! What's not to like?

It's a fairly straightforward PS1 port, but it does have all the variations of the game, including Integral, which is nice. Konami has done some updates to fix the delayed control issues some people were having, and Nuggs' MGSM2Fix tool (GitHub) cleans up most of the remaining issues.

If you haven't played MGS1 yet, you absolutely should! If you have, and want to come back to it, this ain't the worst way to do it. Works on Deck too!","","true","1720545446","1720545446","true","0","0","0","false"
"1720455302","197","3","754","754","0","76561198112963083","0","true","english","false","169429506","Snake, Snake, SNAKEEEEEEEEEEEEEEEEE 10/10 no notes","","false","1720542704","1720542704","true","0","2","0.514360308647155762","false"
"1720718588","0","10","866","2360","919","76561199017690540","0","true","english","false","169392831","THIS GAME MADE ME WANT TO NOT KMS, LIKE NOT EVEN KIDDING THIS CHANGED MY LIFE FOR THE BETTER.","","true","1720509809","1720825385","true","0","0","0","false"
"1720479121","0","4","154","163","0","76561198180376261","0","true","english","false","169363620","Amazing game, always has been. However, I will say there is a caveat to my recommendation. For better or for worse this is just the original release and if you're a zoomer like me it can be somewhat hard on the eyes, especially if you've played through the HD collection version. With the mod MGSM2Fix however this is exactly the way I remember and preserves all artistic intention, cannot wait to put another playthrough into this on steam.","","true","1720474372","1720474372","true","0","0","0.455764055252075195","false"
"1720473676","0","2","506","511","0","76561199229561865","0","true","german","false","169362788","top","","true","1720473591","1720473591","true","0","0","0","false"
"1720891103","0","32","1724","1935","211","76561198074288231","1","true","english","false","169349486","Worst in the series in terms of gameplay - somehow made worse when it's ported to steam.","","true","1720461990","1720461990","false","1","0","0.435897409915924072","false"
"1721059703","321","1","553","659","1","76561197960313845","0","true","spanish","false","169347010","Lo jugué en su momento en la PS1 y la verdad es que me ha traído buenos recuerdos. Si, podía jugarlo en un emulador pero... que más da!","","false","1720459857","1720459857","true","0","0","0","false"
"1720387662","171","8","23","23","0","76561198294004094","0","true","latam","false","169294742","12K por esto?? A tomar por el culo!!","","true","1720404047","1720408547","false","0","0","0.476190477609634399","false"
"1720151133","0","31","836","836","0","76561198299486849","0","true","english","false","169290678","Need more games like this","","true","1720399436","1720399436","true","0","0","0","false"
"1720391174","0","10","30","37","0","76561198262666592","0","true","english","false","169282969","Why is Konami so incompetent that they cannot produce a PC game where someone can adjust the resoultion? I know they have in the past. Konami has trashed their honor with this","","true","1720391139","1720391139","false","0","0","0.476190477609634399","false"
"1721769771","601","17","288","1003","625","76561198064849031","0","true","polish","false","169270486","[h2][b]REVOLVER OCELOT[/b][/h2]
[b]Revolver Ocelot[/b]
[i](Revolver Ocelot)[/i]","","false","1720380541","1720380541","true","0","0","0","false"
"1720358663","961","46","920","965","0","76561198067427056","0","true","english","false","169234701","only masochists and old people find this game fun","","true","1720354805","1720354805","false","2","1","0.362224489450454712","false"
"1720353087","422","10","721","1015","0","76561197986952068","0","true","german","false","169184841","Snaaaaaaaaaake!!!","","true","1720305170","1720305170","true","0","0","0","false"
"1720660852","50","4","201","821","340","76561199525773171","0","true","english","false","169174174","Psycho Mantis? Second floor basement?","","false","1720295572","1720295572","true","0","1","0.50134044885635376","false"
"1721524698","0","22","25","585","329","76561199188237560","0","true","german","false","169157569","The master collection is a bad collection of bad ports i think everyone knows that . The controlls are bad (on controller and  keyboard) , its evrything but hd and it is the weirdest and worst port i ever seen. But its a good game you play after all. The game is still enjoyable. i could enjoy the game ,i think everybody can enjoy the game. its worse than all the other collection like the legacy one but you can still enjoy it. the port 1/10 the game 10/10 its still one of the best stealth games ever made","","true","1720281866","1720549490","false","0","1","0.523809552192687988","false"
"1720513753","318","14","1937","2124","0","76561197964163072","0","true","english","false","169136685","Tough to say 'Yes' that I recommend it. It's a classic game, but quite buggy.","","true","1720264727","1720264727","true","0","1","0.50134044885635376","false"
"1721723732","0","9","198","1447","41","76561198316830213","0","true","english","false","169128552","great game for its time. why did i buy it, duckstation version is 100 times better. game sucks even with the fixes (provided by modders btw)","","false","1720256386","1720256386","false","1","2","0.521179497241973877","false"
"1721063215","664","249","250","555","1","76561198309315779","0","true","english","false","169126359","the port is a bit lazy, it feels like a bad PS1 emulator for specifically MGS1.
GOG sells MGS1's PC port which is actually better than this port, or just emulate it on Duckstation if you REALLY care about having HD graphics. i personally don't mind this version as it looks pretty good with the CRT filter on.

however, the game is fascinating. go in with the mindset that this was made in 1998.
you will die a lot, you will struggle with the controls, but once you get the hang of it this game will be such a unique experience. i can see why people like kojima as a game developer and this is definitely why.","","false","1720253833","1720253833","true","0","1","0.52173912525177002","false"
"1720057910","358","151","76","76","0","76561198090687800","0","true","french","false","169106852","Stylé","","true","1720231196","1720231196","true","0","0","0","false"
"1720652312","100","1","323","1185","168","76561198029313513","0","true","english","false","169092147","I see a lot of reviews are saying you should just play the game on an emulator. I never owned the original MGS1 on PS1. I grew up watching my older cousin play. I didn't actually get to play this game for the first time until The Twins Snakes was released on GC. As far as I could tell this port to PC played as well as I would expect a game from the era to play. I didn't encounter any bugs or game breaking gameplay to make me want to stop playing. 

From a Nostaglia factor alone replaying this game was just as good as I remember it as a kid. I believe Hideo Kojima was way ahead of his time with this game.","","true","1720215077","1720215077","true","0","0","0","false"
"1721082569","596","15","33","644","322","76561197992296016","0","true","english","false","169088165","Works flawlessly with my ps5 controller. even changes ingame button prompts to match my ps5 controller.","","true","1720212041","1720212041","true","0","0","0","false"
"1720205282","0","2","1136","1136","0","76561199731166386","0","true","english","false","169080618","Certainly a bit dated in terms of gameplay and graphics. However, it still holds up pretty decent.","","true","1720205327","1720205327","true","0","0","0","false"
"1720197714","0","1","815","815","0","76561199044991213","0","true","italian","false","169071067","Un Grande Classico","","false","1720197746","1720197746","true","0","0","0","false"
"1721062696","94","9","256","291","35","76561199553091987","0","true","english","false","169057606","I recommend the game but this version is trash. Just use a PS1 emulator. It looks better and you can get actual widescreen on there instead of the game just stretching itself. I wish I could get a refund on this game but I ended up playing for too long. Don't make my mistake.","","true","1720186847","1720347133","false","0","4","0.541227221488952637","false"
"1720183990","88","17","1080","1098","0","76561199399023594","0","true","english","false","169054024","Snake answer me! snake?! SNAAAAKE?!!!!","","false","1720183795","1720183795","true","0","0","0","false"
"1720135780","205","11","675","675","0","76561198856785673","0","true","german","false","169014369","Aged poorly","","true","1720135873","1720135873","false","0","0","0","false"
"1719523353","0","56","25","25","0","76561198008342087","0","true","english","false","168998197","La Li Lu Le Lo","","false","1720120482","1720120482","true","0","0","0","false"
"1720046131","423","138","710","710","0","76561198261095186","0","true","english","false","168959575","Great plot, and awesome characters!
I only did one of the two endings, but I want to forget the game a bit before playing it again.


Also, in the credits Hideo Kojima's name appears 21 times (I counted)","","false","1720087570","1720087570","true","1","0","0","false"
"1718974343","150","11","815","815","0","76561198167957254","0","true","czech","false","168919055","dobra hra takova nostalgicka no kdyz to vyslo tak jsem nebyl ani planovanej","","false","1720042055","1720042055","true","0","0","0","false"
"1720039285","137","29","1013","1013","0","76561198977595025","0","true","russian","false","168915252","главный враг этой игры, это стрельба от 1-лица и от 3-лица","","true","1720039465","1720039465","true","1","0","0","false"
"1719983248","179","118","63","63","0","76561198299691062","0","true","english","false","168909285","just emulate it","","true","1720034440","1720034440","false","0","11","0.55492401123046875","false"
"1720560839","19","16","18","66","0","76561199547351352","0","true","schinese","false","168908629","好评是打给小岛的","","false","1720033865","1720033865","true","0","0","0","false"
"1720032616","0","29","27","27","0","76561197978669602","0","true","french","false","168907258","Le jeu est injouable, ralentissement permanents... c'est une catastrophe ! Et dire que j'ai une version de abondonware gratuite qui tourne mieux qu'un jeu à 20 euros. ai ai ai","","true","1720032800","1720032800","false","0","1","0.523809552192687988","false"
"1719884410","0","13","1454","1454","0","76561198935655295","0","true","english","false","168906085","literally one of if not the greatest game I've ever had the privelige of playing. Despite coming out in 1998, this is without a doubt the most innovative game I've ever played. The story is top notch and the ridiculous larger than life characters are the cherry on top.","","false","1720031919","1720031919","true","0","0","0","false"
